inspection_round,video_source,track_id,defect_id,frame_number,frame_x_min,frame_y_min,frame_x_max,frame_y_max,defect_class_id,geom,gps_longitude,gps_latitude,gps_altitude_m,confidence_detect,degree_classification,verified,ra_region,ra_area,road_no,segment_id_500m
2025-10V4,GX020590,135621,GX020590_135621,51070.0,2204.9276,1000.39954,403.19671,209.1898,4.0,0101000020110f000030cff9d84f383e4102988a6215a547c1,17.7910969,-26.80539,702.702,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135651,GX020590_135651,51970.0,2162.75251,951.47613,377.89122,242.92979,4.0,0101000020110f0000ec0a4d85e2373e41e758b2adfda447c1,17.790114800152246,-26.805009850070128,701.5585002697292,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135653,GX020590_135653,52000.0,2022.73031,808.07991,362.70809,253.05205,4.0,0101000020110f0000a79a9d3cdf373e41b89ac8d3fca447c1,17.790085300134265,-26.804996200062337,701.5140001758242,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135625,GX020590_135625,51680.0,2105.394,956.537,448.746,131.587,2.0,0101000020110f00003dd1a65205383e4148e1273206a547c1,17.790427433194804,-26.805146433276324,701.8456664215785,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135626,GX020590_135626,51690.0,1931.63106,857.0031,408.258,87.72498,2.0,0101000020110f0000093aac5b04383e41ff7d37f905a547c1,17.7904187665974,-26.805142866638164,701.8303332107893,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135626,GX020590_135626,51690.0,2177.93593,1057.7579,433.562,80.977,2.0,0101000020110f0000093aac5b04383e41ff7d37f905a547c1,17.7904187665974,-26.805142866638164,701.8303332107893,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135636,GX020590_135636,51780.0,2292.653,1069.567,394.761,111.343,2.0,0101000020110f0000eb123850f9373e41d2a80b5c03a547c1,17.79031955,-26.80510095,701.703,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135637,GX020590_135637,51790.0,2056.471,907.614,352.586,101.221,2.0,0101000020110f0000bebe05e2f7373e41c489710303a547c1,17.7903067,-26.8050954,701.687,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-90
2025-10V4,GX020590,135683,GX020590_135683,53200.0,1813.54016,760.84351,404.88381,195.69348,2.0,0101000020110f0000d8cf35075a373e4182e9f5b3d1a447c1,17.788888666786015,-26.804304666750852,700.5716667092906,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-91
2025-10V4,GX020590,135683,GX020590_135683,53200.0,2279.15678,1078.00199,318.845,74.229,2.0,0101000020110f0000d8cf35075a373e4182e9f5b3d1a447c1,17.788888666786015,-26.804304666750852,700.5716667092906,1.00,NotRated,True,Keetmanshoop,Keetmanshoop,T0401,T0401-91
