inspection_round,video_source,track_id,defect_id,frame_number,frame_x_min,frame_y_min,frame_x_max,frame_y_max,defect_class_id
2025-11V4,GX010609,5495,GX010609_5495,49770.0,11.141,989.99,345.383,230.785,14.0
2025-11V4,GX010609,5495,GX010609_5495,49770.0,458.387,636.64921,313.55,264.20979,14.0
2025-11V4,GX010609,5495,GX010609_5495,49770.0,789.445,507.728,198.953,98.68,14.0
2025-11V4,GX010609,5523,GX010609_5523,50190.0,329.466,748.063,190.995,159.162,14.0
2025-11V4,GX010609,5523,GX010609_5523,50190.0,526.827,636.649,178.262,82.765,14.0
2025-11V4,GX010609,5653,GX010609_5653,56950.0,1192.126,568.209,240.335,409.048,14.0
2025-11V4,GX010609,5653,GX010609_5653,56950.0,1161.885,1096.628,367.665,284.901,14.0
2025-11V4,GX010609,5655,GX010609_5655,56970.0,1225.55,600.042,233.968,232.377,14.0
2025-11V4,GX010609,5655,GX010609_5655,56970.0,1165.068,918.366,367.665,342.199,14.0
2025-11V4,GX010609,5655,GX010609_5655,56970.0,1227.141,453.613,135.288,111.413,14.0
2025-11V4,GX010609,5659,GX010609_5659,56990.0,1255.791,413.822,157.57,190.995,14.0
2025-11V4,GX010609,11814,GX010609_11814,169820.0,1499.309,485.445,198.953,84.356,14.0
2025-11V4,GX010609,11814,GX010609_11814,169820.0,1080.712,501.361,286.492,84.356,14.0
2025-11V4,GX010609,11814,GX010609_11814,169820.0,993.173,633.466,319.916,105.047,14.0
2025-11V4,GX010609,11814,GX010609_11814,169820.0,966.115,810.136,334.241,194.178,14.0
2025-11V4,GX010611,2246,GX010611_2246,34260.0,1661.654,459.979,203.728,173.487,17.0
2025-11V4,GX010611,2246,GX010611_2246,34260.0,1940.188,689.173,394.723,307.183,17.0
2025-11V4,GX010611,2246,GX010611_2246,34260.0,27.05802,692.3558,273.759,224.419,17.0
2025-11V4,GX010611,2246,GX010611_2246,34260.0,386.764,576.168,206.911,171.895,17.0
2025-11V4,GX010611,2246,GX010611_2246,34260.0,679.62351,474.3041,162.345,130.513,17.0
2025-11V4,GX010611,5041,GX010611_5041,95730.0,1753.969,475.895,238.743,176.67,17.0
2025-11V4,GX010611,5041,GX010611_5041,95730.0,2110.492,639.832,311.958,283.309,17.0
2025-11V4,GX010611,1,GX010611_1,10.0,128.921,932.69155,296.042,232.377,14.0
2025-11V4,GX010611,1,GX010611_1,10.0,350.157,746.471,345.382,159.163,14.0
2025-11V4,GX010611,25,GX010611_25,210.0,97.08859,1083.89575,456.796,179.853,14.0
2025-11V4,GX010611,25,GX010611_25,210.0,596.859,700.314,254.659,179.854,15.0
2025-11V4,GX010611,66,GX010611_66,930.0,765.57116,840.37726,417.005,203.727,14.0
2025-11V4,GX010611,66,GX010611_66,930.0,194.178,1152.335,372.44,168.712,14.0
2025-11V4,GX010611,261,GX010611_261,5420.0,510.911,816.503,237.152,125.738,14.0
2025-11V4,GX010611,261,GX010611_261,5420.0,935.87429,662.115,197.361,197.361,14.0
2025-11V4,GX010611,261,GX010611_261,5420.0,1077.529,533.194,136.879,82.764,14.0
2025-11V4,GX010611,262,GX010611_262,5400.0,195.77,996.356,323.099,194.178,14.0
2025-11V4,GX010611,262,GX010611_262,5400.0,520.461,832.419,307.183,105.047,14.0
2025-11V4,GX010611,262,GX010611_262,5400.0,1044.105,588.901,187.811,128.921,14.0
2025-11V4,GX010611,263,GX010611_263,5420.0,482.262,791.037,261.026,159.162,14.0
2025-11V4,GX010611,263,GX010611_263,5420.0,716.23,665.298,183.037,109.822,14.0
2025-11V4,GX010611,263,GX010611_263,5420.0,1093.445,512.503,132.105,124.146,13.0
2025-11V4,GX010611,265,GX010611_265,5440.0,646.199,939.058,319.916,186.219,14.0
2025-11V4,GX010611,265,GX010611_265,5440.0,1034.555,609.592,149.613,127.329,14.0
2025-11V4,GX010611,265,GX010611_265,5440.0,655.749,721.005,211.686,62.074,14.0
2025-11V4,GX010611,489,GX010611_489,7930.0,752.838,1053.654,375.623,222.828,14.0
2025-11V4,GX010611,489,GX010611_489,7930.0,316.73249,974.07313,359.707,331.058,14.0
2025-11V4,GX010611,489,GX010611_489,7930.0,767.162,646.199,237.152,179.853,15.0
2025-11V4,GX010611,1390,GX010611_1390,15470.0,480.67,814.911,346.974,424.963,14.0
2025-11V4,GX010611,1390,GX010611_1390,15470.0,923.141,574.576,181.445,136.879,14.0
2025-11V4,GX010611,1532,GX010611_1532,19230.0,697.131,767.162,560.251,221.236,14.0
2025-11V4,GX010611,1532,GX010611_1532,19230.0,1176.209,506.136,141.655,127.33,14.0
2025-11V4,GX010611,1572,GX010611_1572,19600.0,1040.92193,631.87451,211.685,219.644,14.0
2025-11V4,GX010611,1572,GX010611_1572,19600.0,1532.733,713.047,194.178,176.67,14.0
2025-11V4,GX010611,1572,GX010611_1572,19600.0,1636.188,1123.686,377.215,111.413,14.0
2025-11V4,GX010611,1572,GX010611_1572,19600.0,843.56,1037.738,342.199,227.602,14.0
2025-11V4,GX010611,2078,GX010611_2078,28370.0,760.796,701.906,294.45,130.513,14.0
2025-11V4,GX010611,2078,GX010611_2078,28370.0,945.42454,520.46037,367.664,170.304,14.0
2025-11V4,GX010611,2080,GX010611_2080,28400.0,773.52902,658.93167,461.57046,262.61807,14.0
2025-11V4,GX010614,9242,GX010614_9242,31610.0,700.314,808.545,576.168,394.722,49.0
2025-11V4,GX010614,9242,GX010614_9242,31610.0,38.19895,695.53893,528.41858,370.849,49.0
2025-11V4,GX010614,9851,GX010614_9851,32840.0,1675.979,571.393,152.796,184.628,49.0
2025-11V4,GX010614,9967,GX010614_9967,33200.0,1201.675,883.351,541.152,366.073,23.0
2025-11V4,GX010614,11421,GX010614_11421,171730.0,385.173,924.733,771.937,428.147,23.0
2025-11V4,GX010614,11868,GX010614_11868,174370.0,738.51343,827.64402,296.04154,514.094,49.0
2025-11V4,GX010614,11877,GX010614_11877,174400.0,846.74324,716.22991,238.74367,698.723,49.0
2025-11V4,GX010614,13924,GX010614_13924,185610.0,915.18325,821.27721,754.42888,459.979,23.0
2025-11V4,GX010614,13930,GX010614_13930,185580.0,1453.152,929.508,381.989,304.0,23.0
2025-11V4,GX010614,13940,GX010614_13940,185620.0,849.927,816.503,432.921,270.576,23.0
2025-11V4,GX010614,13945,GX010614_13945,185640.0,953.382,748.063,350.157,198.953,23.0
2025-11V4,GX010614,13949,GX010614_13949,185670.0,1042.51348,619.14164,248.293,149.612,23.0
2025-11V4,GX010614,13966,GX010614_13966,185740.0,1130.052,467.937,183.037,119.372,23.0
2025-11V4,GX010614,14557,GX010614_14557,187650.0,916.77502,592.08377,606.40823,728.96326,23.0
2025-11V4,GX010614,11725,GX010614_11725,173410.0,2022.953,892.901,348.565,380.397,7.0
2025-11V4,GX010614,11767,GX010614_11767,173570.0,1948.147,959.749,311.958,350.157,7.0
2025-11V4,GX010614,11828,GX010614_11828,174040.0,1668.021,763.979,334.241,483.853,7.0
2025-11V4,GX010614,13818,GX010614_13818,184950.0,553.88518,986.80628,547.518,418.59724,15.0
2025-11V4,GX010614,13818,GX010614_13818,184950.0,12.73325,919.95811,498.178,350.15716,15.0
2025-11V4,GX010614,13914,GX010614_13914,185510.0,1733.277,1204.859,197.362,113.005,49.0
2025-11V4,GX010614,1573,GX010614_1573,12710.0,1039.32951,1354.47097,152.796,100.272,49.0
2025-11V4,GX010614,1573,GX010614_1573,12710.0,1174.61758,588.90005,98.681,305.592,49.0
2025-11V4,GX010614,1573,GX010614_1573,12710.0,1152.33495,911.9999,181.445,171.895,49.0
2025-11V4,GX010614,1575,GX010614_1575,12700.0,1102.995,657.34,173.487,315.142,49.0
2025-11V4,GX010614,1583,GX010614_1583,12840.0,795.812,1005.906,475.895,280.125,49.0
2025-11V4,GX010614,1723,GX010614_1723,13080.0,276.94203,1018.63874,377.21504,202.13565,49.0
2025-11V4,GX010614,1723,GX010614_1723,13080.0,1491.351,568.209,254.659,135.288,49.0
2025-11V4,GX010614,1741,GX010614_1741,13120.0,1671.204,947.016,350.157,160.754,49.0
