# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"Road defects","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"Road defects","options":{"0":"Crack longitudinal","1":"Crack longitudinal mechanical","2":"Crack transverse","3":"Crack transverse mechanical","4":"Crack crocodile","5":"Pothole","6":"Road marking blur","7":"Line marking blur","8":"Manhole","9":"Edge break","10":"Edge drop","11":"Edge repair","12":"Rutting","13":"Shoving","14":"Pumping","15":"Patching","16":"Ravelling","17":"Encroachment bush","18":"Encroachment sand","19":"Block crack","20":"Undulations","21":"Texture","22":"Voids","23":"Aggregate loss","24":"Bleeding","25":"Pitting","26":"Eroded washaway","27":"Deformation of road surface","28":"Stripping or breaking of seal","29":"Single cracks","30":"Close-spaced fine cracking or crazing","31":"Stripping of seal","32":"Local depressions","33":"Shoulder build-up above pavement edge level","34":"Tall dense grass growth","35":"Worn shoulder material below pavement edge","36":"Fading road sign","37":"Dirty road sign","38":"Bad night visibility of road markings","39":"Road markings obliterated","40":"Missing or damaged road studs","41":"Vegetation debris silt and growth in drainage facilities","42":"Long grass in road verges","43":"Undesired vegetation trees declared as pests in undesirable position","44":"Termite nest on road shoulder or in road reserve","45":"New sign required or existing one missing","46":"Existing signs damaged or badly deteriorated","47":"Guardrail missing or badly deteriorated","48":"Litter debris","49":"Surface Failure","50":"Structural Failure"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_sXoUllQ9","[""GX010102_1909_fn_29700.jpg""]",0,"[]","[2,1240.713,665.212,341.915,286.057]","{""1"":""23""}"
"1_iCfXtjhT","[""GX010102_1909_fn_29700.jpg""]",0,"[]","[2,1958.396,812.472,226.816,199.733]","{""1"":""23""}"
"5_8XlGuoyt","[""GX010102_1806_fn_28930.jpg""]",0,"[]","[2,597.50592,705.8355,572.115,621.202]","{""1"":""24""}"
"9_aa4cOFXI","[""GX010102_1830_fn_29120.jpg""]",0,"[]","[2,410,912,640,572]","{""1"":""24""}"
"9_MLYT6346","[""GX010102_1830_fn_29120.jpg""]",0,"[]","[2,1432,698,678,616]","{""1"":""24""}"
"12_tKJVkcgg","[""GX010102_1845_fn_29190.jpg""]",0,"[]","[2,1532,588,342,234]","{""1"":""24""}"
"12_PQ7AZSik","[""GX010102_1845_fn_29190.jpg""]",0,"[]","[2,724,520,454,330]","{""1"":""24""}"
"19_dyUSaniZ","[""GX010102_3422_fn_36860.jpg""]",0,"[]","[2,1623.25167,501.54566,321.60356,375.24722]","{""1"":""24""}"
"24_VsnT5KFQ","[""GX010102_1845_fn_29190.jpg""]",0,"[]","[2,1822,470,230,168]","{""1"":""10""}"
"25_OfbXmnEw","[""GX010102_1848_fn_29200.jpg""]",0,"[]","[2,1758,346,196,180]","{""1"":""10""}"
"30_vjreW4up","[""GX010102_1845_fn_29190.jpg""]",0,"[]","[2,1838,484,204,152]","{""1"":""10""}"
"31_vC5hirOT","[""GX010102_1848_fn_29200.jpg""]",0,"[]","[2,1746,402,192,152]","{""1"":""10""}"
"31_zPW3pvum","[""GX010102_1848_fn_29200.jpg""]",0,"[]","[2,1462,1002,788,456]","{""1"":""24""}"
"32_m0LnxTBX","[""GX010102_17_fn_90.jpg""]",0,"[]","[2,1992,356,236,220]","{""1"":""11""}"
"32_53F16XVX","[""GX010102_17_fn_90.jpg""]",0,"[]","[2,2164,622,300,302]","{""1"":""11""}"
"35_HOzLgzxx","[""GX010102_1675_fn_22270.jpg""]",0,"[]","[2,2166,806,280,448]","{""1"":""7""}"
