# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"Road Defects","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"Crack longitudinal","1":"Crack longitudinal mechanical","2":"Crack transverse","3":"Crack transverse mechanical","4":"Crack crocodile","5":"Pothole","6":"Road marking blur","7":"Line marking blur","8":"Manhole","9":"Edge break","10":"Edge drop","11":"Edge repair","12":"Rutting","13":"Shoving","14":"Pumping","15":"Patching","16":"Ravelling","17":"Encroachment bush","18":"Encroachment sand","19":"Block crack","20":"Undulations","21":"Texture","22":"Voids","23":"Aggregate loss","24":"Bleeding","25":"Pitting","26":"Eroded washaway","27":"Deformation of road surface","28":"Stripping or breaking of seal","29":"Single cracks","30":"Close-spaced fine cracking or crazing","31":"Stripping of seal","32":"Local depressions","33":"Shoulder build-up above pavement edge level","34":"Tall dense grass growth","35":"Worn shoulder material below pavement edge","36":"Fading road sign","37":"Dirty road sign","38":"Bad night visibility of road markings","39":"Road markings obliterated","40":"Missing or damaged road studs","41":"Vegetation debris silt and growth in drainage facilities","42":"Long grass in road verges","43":"Undesired vegetation trees declared as pests in undesirable position","44":"Termite nest on road shoulder or in road reserve","45":"New sign required or existing one missing","46":"Existing signs damaged or badly deteriorated","47":"Guardrail missing or badly deteriorated","48":"Litter debris","49":"Surface Failure","50":"Structural Failure"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_6F4KhBKi","[""GX010609_5495_fn_49770.jpg""]",0,"[]","[2,11.141,989.99,345.383,230.785]","{""1"":""14""}"
"1_HzE0eXTp","[""GX010609_5495_fn_49770.jpg""]",0,"[]","[2,458.387,636.64921,313.55,264.20979]","{""1"":""14""}"
"1_E7Squ4kK","[""GX010609_5495_fn_49770.jpg""]",0,"[]","[2,789.445,507.728,198.953,98.68]","{""1"":""14""}"
"2_mKBTGKNb","[""GX010609_5523_fn_50190.jpg""]",0,"[]","[2,329.466,748.063,190.995,159.162]","{""1"":""14""}"
"2_ilGgmGBC","[""GX010609_5523_fn_50190.jpg""]",0,"[]","[2,526.827,636.649,178.262,82.765]","{""1"":""14""}"
"3_yPPXfa3O","[""GX010609_5653_fn_56950.jpg""]",0,"[]","[2,1192.126,568.209,240.335,409.048]","{""1"":""14""}"
"3_mFYLH4Ht","[""GX010609_5653_fn_56950.jpg""]",0,"[]","[2,1161.885,1096.628,367.665,284.901]","{""1"":""14""}"
"4_i7xVFRX4","[""GX010609_5655_fn_56970.jpg""]",0,"[]","[2,1225.55,600.042,233.968,232.377]","{""1"":""14""}"
"4_WtmNisYm","[""GX010609_5655_fn_56970.jpg""]",0,"[]","[2,1165.068,918.366,367.665,342.199]","{""1"":""14""}"
"4_2h4vTBiN","[""GX010609_5655_fn_56970.jpg""]",0,"[]","[2,1227.141,453.613,135.288,111.413]","{""1"":""14""}"
"5_mCFTefqk","[""GX010609_5659_fn_56990.jpg""]",0,"[]","[2,1255.791,413.822,157.57,190.995]","{""1"":""14""}"
"6_F9IBzLTR","[""GX010609_11814_fn_169820.jpg""]",0,"[]","[2,1499.309,485.445,198.953,84.356]","{""1"":""14""}"
"6_KMjxlaUP","[""GX010609_11814_fn_169820.jpg""]",0,"[]","[2,1080.712,501.361,286.492,84.356]","{""1"":""14""}"
"6_N0frpSVf","[""GX010609_11814_fn_169820.jpg""]",0,"[]","[2,993.173,633.466,319.916,105.047]","{""1"":""14""}"
"6_KbYnhW68","[""GX010609_11814_fn_169820.jpg""]",0,"[]","[2,966.115,810.136,334.241,194.178]","{""1"":""14""}"
