# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"Road Defects","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"Crack longitudinal","1":"Crack longitudinal mechanical","2":"Crack transverse","3":"Crack transverse mechanical","4":"Crack crocodile","5":"Pothole","6":"Road marking blur","7":"Line marking blur","8":"Manhole","9":"Edge break","10":"Edge drop","11":"Edge repair","12":"Rutting","13":"Shoving","14":"Pumping","15":"Patching","16":"Ravelling","17":"Encroachment bush","18":"Encroachment sand","19":"Block crack","20":"Undulations","21":"Texture","22":"Voids","23":"Aggregate loss","24":"Bleeding","25":"Pitting","26":"Eroded washaway","27":"Deformation of road surface","28":"Stripping or breaking of seal","29":"Single cracks","30":"Close-spaced fine cracking or crazing","31":"Stripping of seal","32":"Local depressions","33":"Shoulder build-up above pavement edge level","34":"Tall dense grass growth","35":"Worn shoulder material below pavement edge","36":"Fading road sign","37":"Dirty road sign","38":"Bad night visibility of road markings","39":"Road markings obliterated","40":"Missing or damaged road studs","41":"Vegetation debris silt and growth in drainage facilities","42":"Long grass in road verges","43":"Undesired vegetation trees declared as pests in undesirable position","44":"Termite nest on road shoulder or in road reserve","45":"New sign required or existing one missing","46":"Existing signs damaged or badly deteriorated","47":"Guardrail missing or badly deteriorated","48":"Litter debris","49":"Surface Failure","50":"Structural Failure"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_DmjDZ2Iy","[""GX010603_1947_fn_2080.jpg""]",0,"[]","[2,1168.251,834.01,746.472,386.765]","{""1"":""23""}"
"1_mcZMXRMq","[""GX010603_1947_fn_2080.jpg""]",0,"[]","[2,2102.534,884.942,563.435,475.896]","{""1"":""23""}"
"2_hAIl2D1m","[""GX010603_1949_fn_2090.jpg""]",0,"[]","[2,1123.686,826.052,650.974,369.257]","{""1"":""23""}"
"2_G2BwS0uT","[""GX010603_1949_fn_2090.jpg""]",0,"[]","[2,1992.712,904.042,620.733,461.571]","{""1"":""23""}"
"3_ODY5zr9x","[""GX010603_1950_fn_2100.jpg""]",0,"[]","[2,1141.194,813.319,568.209,391.54]","{""1"":""23""}"
"3_b9GQGwj3","[""GX010603_1950_fn_2100.jpg""]",0,"[]","[2,1924.27249,902.45036,687.581,458.387]","{""1"":""23""}"
"4_1wgYSST6","[""GX010603_1954_fn_2120.jpg""]",0,"[]","[2,1187.351,857.885,506.136,281.717]","{""1"":""23""}"
"4_4zk3SXJy","[""GX010603_1954_fn_2120.jpg""]",0,"[]","[2,2104.126,950.199,555.476,442.471]","{""1"":""23""}"
"5_qDrau33h","[""GX010603_1957_fn_2140.jpg""]",0,"[]","[2,1163.47621,834.01052,475.896,340.607]","{""1"":""23""}"
"5_v00YVxNE","[""GX010603_1957_fn_2140.jpg""]",0,"[]","[2,1747.602,923.141,787.853,304]","{""1"":""23""}"
"6_XgbVvysC","[""GX010603_1961_fn_2160.jpg""]",0,"[]","[2,1184.168,870.618,526.827,329.466]","{""1"":""23""}"
"6_rX0T1h4q","[""GX010603_1961_fn_2160.jpg""]",0,"[]","[2,1847.874,982.03142,830.828,297.63393]","{""1"":""23""}"
"7_xZYBO9ic","[""GX010603_1964_fn_2180.jpg""]",0,"[]","[2,1243.058,904.042,557.068,326.283]","{""1"":""23""}"
"7_bwhHZlQO","[""GX010603_1964_fn_2180.jpg""]",0,"[]","[2,1906.764,977.257,746.472,305.591]","{""1"":""23""}"
"8_B40AIJnW","[""GX010603_1968_fn_2210.jpg""]",0,"[]","[2,1308.31462,1004.31429,615.958,335.832]","{""1"":""23""}"
