# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"Road Defects","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"Crack longitudinal","1":"Crack longitudinal mechanical","2":"Crack transverse","3":"Crack transverse mechanical","4":"Crack crocodile","5":"Pothole","6":"Road marking blur","7":"Line marking blur","8":"Manhole","9":"Edge break","10":"Edge drop","11":"Edge repair","12":"Rutting","13":"Shoving","14":"Pumping","15":"Patching","16":"Ravelling","17":"Encroachment bush","18":"Encroachment sand","19":"Block crack","20":"Undulations","21":"Texture","22":"Voids","23":"Aggregate loss","24":"Bleeding","25":"Pitting","26":"Eroded washaway","27":"Deformation of road surface","28":"Stripping or breaking of seal","29":"Single cracks","30":"Close-spaced fine cracking or crazing","31":"Stripping of seal","32":"Local depressions","33":"Shoulder build-up above pavement edge level","34":"Tall dense grass growth","35":"Worn shoulder material below pavement edge","36":"Fading road sign","37":"Dirty road sign","38":"Bad night visibility of road markings","39":"Road markings obliterated","40":"Missing or damaged road studs","41":"Vegetation debris silt and growth in drainage facilities","42":"Long grass in road verges","43":"Undesired vegetation trees declared as pests in undesirable position","44":"Termite nest on road shoulder or in road reserve","45":"New sign required or existing one missing","46":"Existing signs damaged or badly deteriorated","47":"Guardrail missing or badly deteriorated","48":"Litter debris","49":"Surface Failure","50":"Structural Failure"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_EvQMltPL","[""GX010061_3289_fn_10570.jpg""]",0,"[]","[2,1061.613,835.602,601.633,423.372]","{""1"":""23""}"
"2_KzkoSNj6","[""GX010061_3294_fn_10580.jpg""]",0,"[]","[2,1083.895,706.681,596.859,515.685]","{""1"":""23""}"
"3_zcBbLNWx","[""GX010061_3295_fn_10590.jpg""]",0,"[]","[2,1037.738,767.162,609.592,450.43]","{""1"":""23""}"
"4_85pU8WrF","[""GX010061_3298_fn_10590.jpg""]",0,"[]","[2,1088.67052,706.681,553.884,479.078]","{""1"":""23""}"
"5_gYEAxlH7","[""GX010061_3332_fn_10640.jpg""]",0,"[]","[2,1037.738,730.555,612.775,464.754]","{""1"":""23""}"
"6_Fl63sBDD","[""GX010061_3339_fn_10650.jpg""]",0,"[]","[2,1058.429,697.131,619.142,525.235]","{""1"":""23""}"
"7_4IJakknW","[""GX010061_3344_fn_10670.jpg""]",0,"[]","[2,1082.304,706.681,558.659,491.811]","{""1"":""23""}"
"8_xVhwpYLY","[""GX010061_3355_fn_10680.jpg""]",0,"[]","[2,1058.429,638.241,569.801,485.445]","{""1"":""23""}"
"9_mkUxEfmX","[""GX010061_3386_fn_10720.jpg""]",0,"[]","[2,1090.262,617.55,490.22,450.429]","{""1"":""23""}"
"10_tIMQmLIl","[""GX010061_3412_fn_10750.jpg""]",0,"[]","[2,1171.435,566.618,563.434,507.728]","{""1"":""23""}"
"11_aBwMUere","[""GX010061_3433_fn_10780.jpg""]",0,"[]","[2,1110.953,647.791,636.649,496.586]","{""1"":""23""}"
"12_9QPZrlM5","[""GX010061_3455_fn_10810.jpg""]",0,"[]","[2,1157.11,561.843,461.571,385.173]","{""1"":""23""}"
"13_O4vYZXr9","[""GX010061_3478_fn_10820.jpg""]",0,"[]","[2,1152.335,566.618,496.586,402.68]","{""1"":""23""}"
"14_16r72gRh","[""GX010061_3507_fn_10850.jpg""]",0,"[]","[2,1150.743,499.77,504.545,426.555]","{""1"":""23""}"
"15_3I8D3XyJ","[""GX010061_3528_fn_10870.jpg""]",0,"[]","[2,1184.168,452.021,490.219,420.188]","{""1"":""23""}"
